Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
456000,moderate_player,0.026,0.059,0.915
456000,advanced_player,0.0,0.003,0.997
457000,random_player,1.0,0.0,0.0
457000,moderate_player,0.038,0.049,0.913
457000,advanced_player,0.001,0.0,0.999
458000,random_player,1.0,0.0,0.0
458000,moderate_player,0.024,0.041,0.935
458000,advanced_player,0.001,0.003,0.996
459000,random_player,1.0,0.0,0.0
459000,moderate_player,0.03,0.067,0.903
459000,advanced_player,0.001,0.003,0.996
460000,random_player,0.999,0.001,0.0
460000,moderate_player,0.038,0.043,0.919
460000,advanced_player,0.003,0.004,0.993
461000,random_player,1.0,0.0,0.0
461000,moderate_player,0.041,0.057,0.902
461000,advanced_player,0.004,0.002,0.994
462000,random_player,1.0,0.0,0.0
462000,moderate_player,0.042,0.055,0.903
462000,advanced_player,0.004,0.004,0.992
463000,random_player,1.0,0.0,0.0
463000,moderate_player,0.048,0.077,0.875
463000,advanced_player,0.002,0.005,0.993
464000,random_player,1.0,0.0,0.0
464000,moderate_player,0.034,0.05,0.916
464000,advanced_player,0.003,0.001,0.996
465000,random_player,1.0,0.0,0.0
465000,moderate_player,0.031,0.067,0.902
465000,advanced_player,0.002,0.004,0.994
466000,random_player,1.0,0.0,0.0
466000,moderate_player,0.034,0.055,0.911
466000,advanced_player,0.0,0.0,1.0
467000,random_player,1.0,0.0,0.0
467000,moderate_player,0.034,0.059,0.907
467000,advanced_player,0.002,0.005,0.993
468000,random_player,1.0,0.0,0.0
468000,moderate_player,0.031,0.063,0.906
468000,advanced_player,0.002,0.004,0.994
469000,random_player,1.0,0.0,0.0
469000,moderate_player,0.023,0.061,0.916
469000,advanced_player,0.003,0.003,0.994
470000,random_player,1.0,0.0,0.0
470000,moderate_player,0.03,0.062,0.908
470000,advanced_player,0.001,0.007,0.992
471000,random_player,1.0,0.0,0.0
471000,moderate_player,0.048,0.069,0.883
471000,advanced_player,0.0,0.006,0.994
472000,random_player,1.0,0.0,0.0
472000,moderate_player,0.043,0.071,0.886
472000,advanced_player,0.003,0.004,0.993
473000,random_player,1.0,0.0,0.0
473000,moderate_player,0.044,0.075,0.881
473000,advanced_player,0.001,0.007,0.992
474000,random_player,1.0,0.0,0.0
474000,moderate_player,0.024,0.067,0.909
474000,advanced_player,0.002,0.007,0.991
475000,random_player,1.0,0.0,0.0
475000,moderate_player,0.047,0.079,0.874
475000,advanced_player,0.004,0.003,0.993
476000,random_player,1.0,0.0,0.0
476000,moderate_player,0.037,0.075,0.888
476000,advanced_player,0.004,0.007,0.989
477000,random_player,1.0,0.0,0.0
477000,moderate_player,0.039,0.066,0.895
477000,advanced_player,0.002,0.005,0.993
478000,random_player,1.0,0.0,0.0
478000,moderate_player,0.045,0.063,0.892
478000,advanced_player,0.002,0.005,0.993
479000,random_player,1.0,0.0,0.0
479000,moderate_player,0.049,0.065,0.886
479000,advanced_player,0.002,0.003,0.995
480000,random_player,1.0,0.0,0.0
480000,moderate_player,0.043,0.068,0.889
480000,advanced_player,0.001,0.009,0.99
481000,random_player,1.0,0.0,0.0
481000,moderate_player,0.046,0.065,0.889
481000,advanced_player,0.001,0.007,0.992
482000,random_player,1.0,0.0,0.0
482000,moderate_player,0.046,0.073,0.881
482000,advanced_player,0.002,0.005,0.993
483000,random_player,1.0,0.0,0.0
483000,moderate_player,0.052,0.073,0.875
483000,advanced_player,0.006,0.004,0.99
484000,random_player,1.0,0.0,0.0
484000,moderate_player,0.045,0.068,0.887
484000,advanced_player,0.003,0.005,0.992
485000,random_player,1.0,0.0,0.0
485000,moderate_player,0.056,0.067,0.877
485000,advanced_player,0.004,0.004,0.992
486000,random_player,1.0,0.0,0.0
486000,moderate_player,0.058,0.074,0.868
486000,advanced_player,0.002,0.003,0.995
487000,random_player,1.0,0.0,0.0
487000,moderate_player,0.054,0.08,0.866
487000,advanced_player,0.003,0.002,0.995
488000,random_player,1.0,0.0,0.0
488000,moderate_player,0.044,0.067,0.889
488000,advanced_player,0.003,0.005,0.992
489000,random_player,1.0,0.0,0.0
489000,moderate_player,0.051,0.077,0.872
489000,advanced_player,0.003,0.008,0.989
490000,random_player,1.0,0.0,0.0
490000,moderate_player,0.056,0.066,0.878
490000,advanced_player,0.002,0.007,0.991
491000,random_player,1.0,0.0,0.0
491000,moderate_player,0.056,0.073,0.871
491000,advanced_player,0.0,0.007,0.993
492000,random_player,1.0,0.0,0.0
492000,moderate_player,0.047,0.093,0.86
492000,advanced_player,0.003,0.005,0.992
493000,random_player,1.0,0.0,0.0
493000,moderate_player,0.046,0.065,0.889
493000,advanced_player,0.004,0.011,0.985
494000,random_player,1.0,0.0,0.0
494000,moderate_player,0.058,0.087,0.855
494000,advanced_player,0.007,0.003,0.99
495000,random_player,1.0,0.0,0.0
495000,moderate_player,0.053,0.086,0.861
495000,advanced_player,0.006,0.01,0.984
496000,random_player,1.0,0.0,0.0
496000,moderate_player,0.07,0.079,0.851
496000,advanced_player,0.001,0.006,0.993
497000,random_player,1.0,0.0,0.0
497000,moderate_player,0.057,0.066,0.877
497000,advanced_player,0.002,0.006,0.992
498000,random_player,1.0,0.0,0.0
498000,moderate_player,0.056,0.095,0.849
498000,advanced_player,0.004,0.013,0.983
499000,random_player,1.0,0.0,0.0
499000,moderate_player,0.049,0.08,0.871
499000,advanced_player,0.001,0.007,0.992
500000,random_player,1.0,0.0,0.0
500000,moderate_player,0.056,0.097,0.847
500000,advanced_player,0.004,0.002,0.994
501000,random_player,1.0,0.0,0.0
501000,moderate_player,0.05,0.079,0.871
501000,advanced_player,0.004,0.01,0.986
502000,random_player,1.0,0.0,0.0
502000,moderate_player,0.068,0.072,0.86
502000,advanced_player,0.004,0.01,0.986
503000,random_player,1.0,0.0,0.0
503000,moderate_player,0.072,0.102,0.826
503000,advanced_player,0.002,0.009,0.989
504000,random_player,1.0,0.0,0.0
504000,moderate_player,0.065,0.072,0.863
504000,advanced_player,0.004,0.008,0.988
505000,random_player,1.0,0.0,0.0
505000,moderate_player,0.061,0.08,0.859
505000,advanced_player,0.001,0.008,0.991
506000,random_player,1.0,0.0,0.0
506000,moderate_player,0.069,0.08,0.851
506000,advanced_player,0.008,0.007,0.985
507000,random_player,1.0,0.0,0.0
507000,moderate_player,0.074,0.109,0.817
507000,advanced_player,0.003,0.01,0.987
508000,random_player,1.0,0.0,0.0
508000,moderate_player,0.06,0.079,0.861
508000,advanced_player,0.002,0.01,0.988
509000,random_player,1.0,0.0,0.0
509000,moderate_player,0.049,0.089,0.862
509000,advanced_player,0.001,0.004,0.995
510000,random_player,1.0,0.0,0.0
510000,moderate_player,0.065,0.095,0.84
510000,advanced_player,0.002,0.009,0.989
511000,random_player,1.0,0.0,0.0
511000,moderate_player,0.067,0.096,0.837
511000,advanced_player,0.007,0.012,0.981
512000,random_player,1.0,0.0,0.0
512000,moderate_player,0.068,0.101,0.831
512000,advanced_player,0.007,0.015,0.978
513000,random_player,1.0,0.0,0.0
513000,moderate_player,0.058,0.088,0.854
513000,advanced_player,0.01,0.01,0.98
514000,random_player,1.0,0.0,0.0
514000,moderate_player,0.074,0.095,0.831
514000,advanced_player,0.006,0.011,0.983
515000,random_player,1.0,0.0,0.0
515000,moderate_player,0.069,0.09,0.841
515000,advanced_player,0.008,0.01,0.982
516000,random_player,1.0,0.0,0.0
516000,moderate_player,0.074,0.088,0.838
516000,advanced_player,0.008,0.008,0.984
517000,random_player,1.0,0.0,0.0
517000,moderate_player,0.071,0.102,0.827
517000,advanced_player,0.003,0.01,0.987
518000,random_player,1.0,0.0,0.0
518000,moderate_player,0.075,0.088,0.837
518000,advanced_player,0.008,0.02,0.972
519000,random_player,1.0,0.0,0.0
519000,moderate_player,0.066,0.09,0.844
519000,advanced_player,0.005,0.006,0.989
520000,random_player,0.999,0.001,0.0
520000,moderate_player,0.088,0.101,0.811
520000,advanced_player,0.002,0.006,0.992
521000,random_player,1.0,0.0,0.0
521000,moderate_player,0.069,0.094,0.837
521000,advanced_player,0.002,0.007,0.991
522000,random_player,1.0,0.0,0.0
522000,moderate_player,0.07,0.087,0.843
522000,advanced_player,0.005,0.01,0.985
523000,random_player,1.0,0.0,0.0
523000,moderate_player,0.084,0.088,0.828
523000,advanced_player,0.006,0.008,0.986
524000,random_player,1.0,0.0,0.0
524000,moderate_player,0.073,0.091,0.836
524000,advanced_player,0.001,0.012,0.987
525000,random_player,1.0,0.0,0.0
525000,moderate_player,0.082,0.102,0.816
525000,advanced_player,0.008,0.01,0.982
526000,random_player,1.0,0.0,0.0
526000,moderate_player,0.06,0.076,0.864
526000,advanced_player,0.003,0.007,0.99
527000,random_player,1.0,0.0,0.0
527000,moderate_player,0.096,0.094,0.81
527000,advanced_player,0.008,0.011,0.981
528000,random_player,1.0,0.0,0.0
528000,moderate_player,0.072,0.102,0.826
528000,advanced_player,0.009,0.006,0.985
529000,random_player,0.999,0.001,0.0
529000,moderate_player,0.075,0.119,0.806
529000,advanced_player,0.004,0.016,0.98
530000,random_player,1.0,0.0,0.0
530000,moderate_player,0.092,0.097,0.811
530000,advanced_player,0.005,0.006,0.989
531000,random_player,1.0,0.0,0.0
531000,moderate_player,0.086,0.103,0.811
531000,advanced_player,0.006,0.01,0.984
532000,random_player,1.0,0.0,0.0
532000,moderate_player,0.082,0.096,0.822
532000,advanced_player,0.003,0.007,0.99
533000,random_player,1.0,0.0,0.0
533000,moderate_player,0.09,0.089,0.821
533000,advanced_player,0.008,0.007,0.985
534000,random_player,1.0,0.0,0.0
534000,moderate_player,0.067,0.096,0.837
534000,advanced_player,0.006,0.015,0.979
535000,random_player,1.0,0.0,0.0
535000,moderate_player,0.086,0.105,0.809
535000,advanced_player,0.009,0.009,0.982
536000,random_player,0.999,0.0,0.001
536000,moderate_player,0.098,0.111,0.791
536000,advanced_player,0.005,0.013,0.982
537000,random_player,1.0,0.0,0.0
537000,moderate_player,0.089,0.112,0.799
537000,advanced_player,0.005,0.016,0.979
538000,random_player,1.0,0.0,0.0
538000,moderate_player,0.091,0.103,0.806
538000,advanced_player,0.003,0.009,0.988
539000,random_player,1.0,0.0,0.0
539000,moderate_player,0.091,0.104,0.805
539000,advanced_player,0.004,0.014,0.982
540000,random_player,1.0,0.0,0.0
540000,moderate_player,0.075,0.092,0.833
540000,advanced_player,0.006,0.009,0.985
541000,random_player,1.0,0.0,0.0
541000,moderate_player,0.112,0.104,0.784
541000,advanced_player,0.01,0.017,0.973
542000,random_player,1.0,0.0,0.0
542000,moderate_player,0.093,0.1,0.807
542000,advanced_player,0.005,0.012,0.983
543000,random_player,1.0,0.0,0.0
543000,moderate_player,0.081,0.102,0.817
543000,advanced_player,0.009,0.012,0.979
544000,random_player,0.999,0.001,0.0
544000,moderate_player,0.103,0.114,0.783
544000,advanced_player,0.007,0.014,0.979
545000,random_player,1.0,0.0,0.0
545000,moderate_player,0.095,0.107,0.798
545000,advanced_player,0.006,0.014,0.98
546000,random_player,1.0,0.0,0.0
546000,moderate_player,0.092,0.107,0.801
546000,advanced_player,0.008,0.01,0.982
547000,random_player,1.0,0.0,0.0
547000,moderate_player,0.12,0.089,0.791
547000,advanced_player,0.007,0.007,0.986
548000,random_player,1.0,0.0,0.0
548000,moderate_player,0.074,0.087,0.839
548000,advanced_player,0.008,0.017,0.975
549000,random_player,1.0,0.0,0.0
549000,moderate_player,0.094,0.11,0.796
549000,advanced_player,0.012,0.015,0.973
550000,random_player,1.0,0.0,0.0
550000,moderate_player,0.103,0.099,0.798
550000,advanced_player,0.006,0.015,0.979
551000,random_player,1.0,0.0,0.0
551000,moderate_player,0.1,0.116,0.784
551000,advanced_player,0.012,0.014,0.974
552000,random_player,1.0,0.0,0.0
552000,moderate_player,0.081,0.117,0.802
552000,advanced_player,0.007,0.016,0.977
553000,random_player,1.0,0.0,0.0
553000,moderate_player,0.098,0.115,0.787
553000,advanced_player,0.008,0.014,0.978
554000,random_player,1.0,0.0,0.0
554000,moderate_player,0.108,0.118,0.774
554000,advanced_player,0.009,0.009,0.982
555000,random_player,0.999,0.001,0.0
555000,moderate_player,0.077,0.102,0.821
555000,advanced_player,0.006,0.012,0.982
556000,random_player,1.0,0.0,0.0
556000,moderate_player,0.095,0.105,0.8
556000,advanced_player,0.005,0.013,0.982
557000,random_player,1.0,0.0,0.0
557000,moderate_player,0.109,0.093,0.798
557000,advanced_player,0.014,0.015,0.971
558000,random_player,1.0,0.0,0.0
558000,moderate_player,0.117,0.109,0.774
558000,advanced_player,0.011,0.016,0.973
559000,random_player,1.0,0.0,0.0
559000,moderate_player,0.088,0.12,0.792
559000,advanced_player,0.011,0.016,0.973
560000,random_player,1.0,0.0,0.0
560000,moderate_player,0.093,0.116,0.791
560000,advanced_player,0.005,0.01,0.985
561000,random_player,1.0,0.0,0.0
561000,moderate_player,0.104,0.112,0.784
561000,advanced_player,0.015,0.013,0.972
562000,random_player,1.0,0.0,0.0
562000,moderate_player,0.13,0.085,0.785
562000,advanced_player,0.01,0.02,0.97
563000,random_player,1.0,0.0,0.0
563000,moderate_player,0.127,0.106,0.767
563000,advanced_player,0.007,0.01,0.983
564000,random_player,1.0,0.0,0.0
564000,moderate_player,0.109,0.098,0.793
564000,advanced_player,0.01,0.014,0.976
565000,random_player,1.0,0.0,0.0
565000,moderate_player,0.115,0.106,0.779
565000,advanced_player,0.005,0.01,0.985
566000,random_player,1.0,0.0,0.0
566000,moderate_player,0.113,0.104,0.783
566000,advanced_player,0.007,0.021,0.972
567000,random_player,1.0,0.0,0.0
567000,moderate_player,0.098,0.114,0.788
567000,advanced_player,0.017,0.014,0.969
568000,random_player,1.0,0.0,0.0
568000,moderate_player,0.119,0.098,0.783
568000,advanced_player,0.014,0.012,0.974
569000,random_player,1.0,0.0,0.0
569000,moderate_player,0.104,0.11,0.786
569000,advanced_player,0.009,0.008,0.983
570000,random_player,1.0,0.0,0.0
570000,moderate_player,0.135,0.102,0.763
570000,advanced_player,0.008,0.015,0.977
571000,random_player,1.0,0.0,0.0
571000,moderate_player,0.105,0.112,0.783
571000,advanced_player,0.012,0.019,0.969
572000,random_player,1.0,0.0,0.0
572000,moderate_player,0.125,0.113,0.762
572000,advanced_player,0.012,0.017,0.971
573000,random_player,1.0,0.0,0.0
573000,moderate_player,0.123,0.109,0.768
573000,advanced_player,0.009,0.017,0.974
574000,random_player,1.0,0.0,0.0
574000,moderate_player,0.1,0.131,0.769
574000,advanced_player,0.016,0.015,0.969
575000,random_player,1.0,0.0,0.0
575000,moderate_player,0.117,0.128,0.755
575000,advanced_player,0.011,0.013,0.976
576000,random_player,1.0,0.0,0.0
576000,moderate_player,0.12,0.119,0.761
576000,advanced_player,0.01,0.014,0.976
577000,random_player,1.0,0.0,0.0
577000,moderate_player,0.129,0.124,0.747
577000,advanced_player,0.011,0.019,0.97
578000,random_player,1.0,0.0,0.0
578000,moderate_player,0.121,0.111,0.768
578000,advanced_player,0.007,0.02,0.973
579000,random_player,1.0,0.0,0.0
579000,moderate_player,0.095,0.123,0.782
579000,advanced_player,0.014,0.014,0.972
580000,random_player,1.0,0.0,0.0
580000,moderate_player,0.139,0.119,0.742
580000,advanced_player,0.009,0.017,0.974
581000,random_player,1.0,0.0,0.0
581000,moderate_player,0.129,0.115,0.756
581000,advanced_player,0.015,0.009,0.976
582000,random_player,1.0,0.0,0.0
582000,moderate_player,0.122,0.133,0.745
582000,advanced_player,0.016,0.017,0.967
583000,random_player,1.0,0.0,0.0
583000,moderate_player,0.103,0.121,0.776
583000,advanced_player,0.01,0.02,0.97
584000,random_player,1.0,0.0,0.0
584000,moderate_player,0.12,0.13,0.75
584000,advanced_player,0.008,0.017,0.975
585000,random_player,1.0,0.0,0.0
585000,moderate_player,0.126,0.114,0.76
585000,advanced_player,0.018,0.02,0.962
586000,random_player,1.0,0.0,0.0
586000,moderate_player,0.132,0.109,0.759
586000,advanced_player,0.005,0.02,0.975
587000,random_player,1.0,0.0,0.0
587000,moderate_player,0.12,0.104,0.776
587000,advanced_player,0.015,0.018,0.967
588000,random_player,1.0,0.0,0.0
588000,moderate_player,0.12,0.133,0.747
588000,advanced_player,0.007,0.018,0.975
589000,random_player,1.0,0.0,0.0
589000,moderate_player,0.127,0.115,0.758
589000,advanced_player,0.006,0.012,0.982
590000,random_player,1.0,0.0,0.0
590000,moderate_player,0.115,0.112,0.773
590000,advanced_player,0.007,0.016,0.977
591000,random_player,1.0,0.0,0.0
591000,moderate_player,0.128,0.118,0.754
591000,advanced_player,0.02,0.02,0.96
592000,random_player,1.0,0.0,0.0
592000,moderate_player,0.12,0.116,0.764
592000,advanced_player,0.011,0.017,0.972
593000,random_player,1.0,0.0,0.0
593000,moderate_player,0.131,0.119,0.75
593000,advanced_player,0.009,0.025,0.966
594000,random_player,1.0,0.0,0.0
594000,moderate_player,0.136,0.122,0.742
594000,advanced_player,0.017,0.023,0.96
595000,random_player,1.0,0.0,0.0
595000,moderate_player,0.113,0.101,0.786
595000,advanced_player,0.013,0.017,0.97
596000,random_player,1.0,0.0,0.0
596000,moderate_player,0.136,0.123,0.741
596000,advanced_player,0.007,0.018,0.975
597000,random_player,1.0,0.0,0.0
597000,moderate_player,0.138,0.132,0.73
597000,advanced_player,0.01,0.015,0.975
598000,random_player,1.0,0.0,0.0
598000,moderate_player,0.144,0.116,0.74
598000,advanced_player,0.006,0.022,0.972
599000,random_player,1.0,0.0,0.0
599000,moderate_player,0.132,0.12,0.748
599000,advanced_player,0.014,0.013,0.973
600000,random_player,1.0,0.0,0.0
600000,moderate_player,0.124,0.113,0.763
600000,advanced_player,0.011,0.022,0.967
601000,random_player,1.0,0.0,0.0
601000,moderate_player,0.128,0.125,0.747
601000,advanced_player,0.017,0.017,0.966
602000,random_player,1.0,0.0,0.0
602000,moderate_player,0.15,0.125,0.725
602000,advanced_player,0.014,0.017,0.969
603000,random_player,1.0,0.0,0.0
603000,moderate_player,0.137,0.126,0.737
603000,advanced_player,0.015,0.025,0.96
604000,random_player,1.0,0.0,0.0
604000,moderate_player,0.154,0.119,0.727
604000,advanced_player,0.013,0.023,0.964
605000,random_player,1.0,0.0,0.0
605000,moderate_player,0.133,0.128,0.739
605000,advanced_player,0.015,0.025,0.96
606000,random_player,1.0,0.0,0.0
606000,moderate_player,0.137,0.128,0.735
606000,advanced_player,0.016,0.017,0.967
607000,random_player,1.0,0.0,0.0
607000,moderate_player,0.138,0.121,0.741
607000,advanced_player,0.006,0.014,0.98
608000,random_player,1.0,0.0,0.0
608000,moderate_player,0.143,0.126,0.731
608000,advanced_player,0.021,0.014,0.965
609000,random_player,1.0,0.0,0.0
609000,moderate_player,0.118,0.124,0.758
609000,advanced_player,0.01,0.015,0.975
610000,random_player,1.0,0.0,0.0
610000,moderate_player,0.131,0.108,0.761
610000,advanced_player,0.01,0.016,0.974
611000,random_player,1.0,0.0,0.0
611000,moderate_player,0.109,0.12,0.771
611000,advanced_player,0.012,0.016,0.972
612000,random_player,1.0,0.0,0.0
612000,moderate_player,0.138,0.123,0.739
612000,advanced_player,0.016,0.025,0.959
613000,random_player,1.0,0.0,0.0
613000,moderate_player,0.169,0.113,0.718
613000,advanced_player,0.011,0.016,0.973
614000,random_player,1.0,0.0,0.0
614000,moderate_player,0.137,0.13,0.733
614000,advanced_player,0.009,0.026,0.965
615000,random_player,1.0,0.0,0.0
615000,moderate_player,0.117,0.136,0.747
615000,advanced_player,0.012,0.02,0.968
616000,random_player,1.0,0.0,0.0
616000,moderate_player,0.132,0.126,0.742
616000,advanced_player,0.009,0.018,0.973
617000,random_player,1.0,0.0,0.0
617000,moderate_player,0.128,0.122,0.75
617000,advanced_player,0.011,0.018,0.971
618000,random_player,1.0,0.0,0.0
618000,moderate_player,0.146,0.122,0.732
618000,advanced_player,0.021,0.021,0.958
619000,random_player,1.0,0.0,0.0
619000,moderate_player,0.162,0.126,0.712
619000,advanced_player,0.009,0.023,0.968
620000,random_player,1.0,0.0,0.0
620000,moderate_player,0.154,0.108,0.738
620000,advanced_player,0.013,0.021,0.966
621000,random_player,1.0,0.0,0.0
621000,moderate_player,0.14,0.122,0.738
621000,advanced_player,0.015,0.02,0.965
622000,random_player,1.0,0.0,0.0
622000,moderate_player,0.162,0.12,0.718
622000,advanced_player,0.012,0.025,0.963
623000,random_player,1.0,0.0,0.0
623000,moderate_player,0.157,0.137,0.706
623000,advanced_player,0.014,0.024,0.962
624000,random_player,1.0,0.0,0.0
624000,moderate_player,0.149,0.153,0.698
624000,advanced_player,0.012,0.016,0.972
625000,random_player,1.0,0.0,0.0
625000,moderate_player,0.128,0.13,0.742
625000,advanced_player,0.016,0.025,0.959
626000,random_player,1.0,0.0,0.0
626000,moderate_player,0.16,0.112,0.728
626000,advanced_player,0.016,0.029,0.955
627000,random_player,1.0,0.0,0.0
627000,moderate_player,0.139,0.12,0.741
627000,advanced_player,0.013,0.028,0.959
628000,random_player,1.0,0.0,0.0
628000,moderate_player,0.13,0.115,0.755
628000,advanced_player,0.006,0.018,0.976
629000,random_player,1.0,0.0,0.0
629000,moderate_player,0.129,0.126,0.745
629000,advanced_player,0.009,0.015,0.976
630000,random_player,1.0,0.0,0.0
630000,moderate_player,0.156,0.115,0.729
630000,advanced_player,0.013,0.028,0.959
631000,random_player,0.999,0.001,0.0
631000,moderate_player,0.167,0.149,0.684
631000,advanced_player,0.013,0.026,0.961
632000,random_player,1.0,0.0,0.0
632000,moderate_player,0.186,0.123,0.691
632000,advanced_player,0.025,0.03,0.945
633000,random_player,1.0,0.0,0.0
633000,moderate_player,0.148,0.12,0.732
633000,advanced_player,0.012,0.022,0.966
634000,random_player,1.0,0.0,0.0
634000,moderate_player,0.137,0.108,0.755
634000,advanced_player,0.01,0.023,0.967
635000,random_player,1.0,0.0,0.0
635000,moderate_player,0.139,0.146,0.715
635000,advanced_player,0.015,0.022,0.963
636000,random_player,1.0,0.0,0.0
636000,moderate_player,0.15,0.128,0.722
636000,advanced_player,0.023,0.023,0.954
637000,random_player,1.0,0.0,0.0
637000,moderate_player,0.142,0.146,0.712
637000,advanced_player,0.014,0.023,0.963
638000,random_player,1.0,0.0,0.0
638000,moderate_player,0.175,0.14,0.685
638000,advanced_player,0.017,0.029,0.954
639000,random_player,1.0,0.0,0.0
639000,moderate_player,0.151,0.129,0.72
639000,advanced_player,0.016,0.018,0.966
640000,random_player,1.0,0.0,0.0
640000,moderate_player,0.165,0.138,0.697
640000,advanced_player,0.019,0.03,0.951
641000,random_player,1.0,0.0,0.0
641000,moderate_player,0.144,0.119,0.737
641000,advanced_player,0.017,0.02,0.963
642000,random_player,1.0,0.0,0.0
642000,moderate_player,0.171,0.127,0.702
642000,advanced_player,0.022,0.022,0.956
643000,random_player,1.0,0.0,0.0
643000,moderate_player,0.131,0.136,0.733
643000,advanced_player,0.025,0.024,0.951
644000,random_player,1.0,0.0,0.0
644000,moderate_player,0.153,0.147,0.7
644000,advanced_player,0.017,0.025,0.958
645000,random_player,1.0,0.0,0.0
645000,moderate_player,0.198,0.121,0.681
645000,advanced_player,0.024,0.017,0.959
646000,random_player,1.0,0.0,0.0
646000,moderate_player,0.151,0.121,0.728
646000,advanced_player,0.021,0.029,0.95
647000,random_player,1.0,0.0,0.0
647000,moderate_player,0.155,0.126,0.719
647000,advanced_player,0.016,0.028,0.956
648000,random_player,1.0,0.0,0.0
648000,moderate_player,0.167,0.126,0.707
648000,advanced_player,0.017,0.017,0.966
649000,random_player,1.0,0.0,0.0
649000,moderate_player,0.135,0.143,0.722
649000,advanced_player,0.017,0.019,0.964
650000,random_player,0.999,0.001,0.0
650000,moderate_player,0.122,0.136,0.742
650000,advanced_player,0.011,0.026,0.963
651000,random_player,1.0,0.0,0.0
651000,moderate_player,0.154,0.13,0.716
651000,advanced_player,0.02,0.025,0.955
652000,random_player,0.999,0.001,0.0
652000,moderate_player,0.159,0.117,0.724
652000,advanced_player,0.023,0.016,0.961
653000,random_player,1.0,0.0,0.0
653000,moderate_player,0.181,0.115,0.704
653000,advanced_player,0.015,0.016,0.969
654000,random_player,1.0,0.0,0.0
654000,moderate_player,0.185,0.118,0.697
654000,advanced_player,0.02,0.033,0.947
655000,random_player,1.0,0.0,0.0
655000,moderate_player,0.174,0.116,0.71
655000,advanced_player,0.016,0.023,0.961
656000,random_player,1.0,0.0,0.0
656000,moderate_player,0.153,0.134,0.713
656000,advanced_player,0.022,0.023,0.955
657000,random_player,1.0,0.0,0.0
657000,moderate_player,0.171,0.14,0.689
657000,advanced_player,0.014,0.029,0.957
658000,random_player,1.0,0.0,0.0
658000,moderate_player,0.168,0.123,0.709
658000,advanced_player,0.022,0.024,0.954
659000,random_player,1.0,0.0,0.0
659000,moderate_player,0.154,0.113,0.733
659000,advanced_player,0.016,0.022,0.962
660000,random_player,0.999,0.001,0.0
660000,moderate_player,0.167,0.137,0.696
660000,advanced_player,0.017,0.029,0.954
661000,random_player,1.0,0.0,0.0
661000,moderate_player,0.16,0.126,0.714
661000,advanced_player,0.016,0.016,0.968
662000,random_player,1.0,0.0,0.0
662000,moderate_player,0.154,0.125,0.721
662000,advanced_player,0.014,0.023,0.963
663000,random_player,1.0,0.0,0.0
663000,moderate_player,0.168,0.118,0.714
663000,advanced_player,0.024,0.024,0.952
664000,random_player,1.0,0.0,0.0
664000,moderate_player,0.167,0.161,0.672
664000,advanced_player,0.025,0.012,0.963
665000,random_player,1.0,0.0,0.0
665000,moderate_player,0.188,0.13,0.682
665000,advanced_player,0.018,0.028,0.954
666000,random_player,1.0,0.0,0.0
666000,moderate_player,0.15,0.118,0.732
666000,advanced_player,0.019,0.027,0.954
667000,random_player,1.0,0.0,0.0
667000,moderate_player,0.187,0.12,0.693
667000,advanced_player,0.026,0.018,0.956
668000,random_player,1.0,0.0,0.0
668000,moderate_player,0.166,0.139,0.695
668000,advanced_player,0.018,0.025,0.957
669000,random_player,1.0,0.0,0.0
669000,moderate_player,0.182,0.134,0.684
669000,advanced_player,0.019,0.025,0.956
670000,random_player,1.0,0.0,0.0
670000,moderate_player,0.185,0.124,0.691
670000,advanced_player,0.021,0.028,0.951
671000,random_player,1.0,0.0,0.0
671000,moderate_player,0.16,0.129,0.711
671000,advanced_player,0.016,0.03,0.954
672000,random_player,1.0,0.0,0.0
672000,moderate_player,0.195,0.135,0.67
672000,advanced_player,0.022,0.023,0.955
673000,random_player,1.0,0.0,0.0
673000,moderate_player,0.186,0.113,0.701
673000,advanced_player,0.023,0.022,0.955
674000,random_player,1.0,0.0,0.0
674000,moderate_player,0.161,0.13,0.709
674000,advanced_player,0.018,0.024,0.958
675000,random_player,1.0,0.0,0.0
675000,moderate_player,0.175,0.124,0.701
675000,advanced_player,0.018,0.024,0.958
676000,random_player,1.0,0.0,0.0
676000,moderate_player,0.17,0.124,0.706
676000,advanced_player,0.019,0.026,0.955
677000,random_player,1.0,0.0,0.0
677000,moderate_player,0.181,0.145,0.674
677000,advanced_player,0.02,0.022,0.958
678000,random_player,1.0,0.0,0.0
678000,moderate_player,0.168,0.14,0.692
678000,advanced_player,0.025,0.028,0.947
679000,random_player,1.0,0.0,0.0
679000,moderate_player,0.167,0.137,0.696
679000,advanced_player,0.023,0.026,0.951
680000,random_player,1.0,0.0,0.0
680000,moderate_player,0.174,0.15,0.676
680000,advanced_player,0.017,0.024,0.959
681000,random_player,1.0,0.0,0.0
681000,moderate_player,0.159,0.123,0.718
681000,advanced_player,0.017,0.033,0.95
682000,random_player,1.0,0.0,0.0
682000,moderate_player,0.163,0.145,0.692
682000,advanced_player,0.027,0.032,0.941
683000,random_player,1.0,0.0,0.0
683000,moderate_player,0.146,0.128,0.726
683000,advanced_player,0.026,0.026,0.948
684000,random_player,1.0,0.0,0.0
684000,moderate_player,0.185,0.13,0.685
684000,advanced_player,0.023,0.026,0.951
