Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
227000,advanced_player,0.0,0.0,1.0
228000,random_player,1.0,0.0,0.0
228000,moderate_player,0.001,0.009,0.99
228000,advanced_player,0.0,0.0,1.0
229000,random_player,1.0,0.0,0.0
229000,moderate_player,0.001,0.007,0.992
229000,advanced_player,0.0,0.0,1.0
230000,random_player,1.0,0.0,0.0
230000,moderate_player,0.002,0.01,0.988
230000,advanced_player,0.0,0.0,1.0
231000,random_player,1.0,0.0,0.0
231000,moderate_player,0.001,0.008,0.991
231000,advanced_player,0.0,0.0,1.0
232000,random_player,0.999,0.0,0.001
232000,moderate_player,0.002,0.012,0.986
232000,advanced_player,0.0,0.001,0.999
233000,random_player,1.0,0.0,0.0
233000,moderate_player,0.002,0.01,0.988
233000,advanced_player,0.0,0.0,1.0
234000,random_player,1.0,0.0,0.0
234000,moderate_player,0.002,0.013,0.985
234000,advanced_player,0.0,0.001,0.999
235000,random_player,1.0,0.0,0.0
235000,moderate_player,0.003,0.015,0.982
235000,advanced_player,0.0,0.0,1.0
236000,random_player,1.0,0.0,0.0
236000,moderate_player,0.0,0.01,0.99
236000,advanced_player,0.0,0.0,1.0
237000,random_player,1.0,0.0,0.0
237000,moderate_player,0.001,0.008,0.991
237000,advanced_player,0.0,0.0,1.0
238000,random_player,1.0,0.0,0.0
238000,moderate_player,0.002,0.015,0.983
238000,advanced_player,0.0,0.0,1.0
239000,random_player,1.0,0.0,0.0
239000,moderate_player,0.003,0.019,0.978
239000,advanced_player,0.0,0.0,1.0
240000,random_player,0.999,0.001,0.0
240000,moderate_player,0.003,0.009,0.988
240000,advanced_player,0.0,0.0,1.0
241000,random_player,1.0,0.0,0.0
241000,moderate_player,0.001,0.02,0.979
241000,advanced_player,0.0,0.0,1.0
242000,random_player,1.0,0.0,0.0
242000,moderate_player,0.005,0.014,0.981
242000,advanced_player,0.0,0.0,1.0
243000,random_player,1.0,0.0,0.0
243000,moderate_player,0.002,0.013,0.985
243000,advanced_player,0.0,0.001,0.999
244000,random_player,1.0,0.0,0.0
244000,moderate_player,0.003,0.013,0.984
244000,advanced_player,0.0,0.0,1.0
245000,random_player,1.0,0.0,0.0
245000,moderate_player,0.002,0.013,0.985
245000,advanced_player,0.0,0.0,1.0
246000,random_player,1.0,0.0,0.0
246000,moderate_player,0.001,0.018,0.981
246000,advanced_player,0.0,0.0,1.0
247000,random_player,1.0,0.0,0.0
247000,moderate_player,0.002,0.014,0.984
247000,advanced_player,0.0,0.001,0.999
248000,random_player,0.999,0.001,0.0
248000,moderate_player,0.003,0.013,0.984
248000,advanced_player,0.0,0.0,1.0
249000,random_player,1.0,0.0,0.0
249000,moderate_player,0.001,0.012,0.987
249000,advanced_player,0.0,0.001,0.999
250000,random_player,1.0,0.0,0.0
250000,moderate_player,0.002,0.016,0.982
250000,advanced_player,0.0,0.0,1.0
251000,random_player,1.0,0.0,0.0
251000,moderate_player,0.003,0.012,0.985
251000,advanced_player,0.0,0.0,1.0
252000,random_player,1.0,0.0,0.0
252000,moderate_player,0.0,0.01,0.99
252000,advanced_player,0.0,0.0,1.0
253000,random_player,1.0,0.0,0.0
253000,moderate_player,0.003,0.018,0.979
253000,advanced_player,0.0,0.0,1.0
254000,random_player,1.0,0.0,0.0
254000,moderate_player,0.003,0.015,0.982
254000,advanced_player,0.0,0.0,1.0
255000,random_player,1.0,0.0,0.0
255000,moderate_player,0.004,0.008,0.988
255000,advanced_player,0.0,0.0,1.0
256000,random_player,0.999,0.001,0.0
256000,moderate_player,0.003,0.012,0.985
256000,advanced_player,0.0,0.001,0.999
257000,random_player,1.0,0.0,0.0
257000,moderate_player,0.001,0.013,0.986
257000,advanced_player,0.0,0.001,0.999
258000,random_player,1.0,0.0,0.0
258000,moderate_player,0.002,0.01,0.988
258000,advanced_player,0.0,0.0,1.0
259000,random_player,1.0,0.0,0.0
259000,moderate_player,0.006,0.013,0.981
259000,advanced_player,0.0,0.0,1.0
260000,random_player,1.0,0.0,0.0
260000,moderate_player,0.003,0.008,0.989
260000,advanced_player,0.0,0.0,1.0
261000,random_player,1.0,0.0,0.0
261000,moderate_player,0.001,0.011,0.988
261000,advanced_player,0.0,0.0,1.0
262000,random_player,1.0,0.0,0.0
262000,moderate_player,0.001,0.007,0.992
262000,advanced_player,0.0,0.0,1.0
263000,random_player,1.0,0.0,0.0
263000,moderate_player,0.003,0.021,0.976
263000,advanced_player,0.0,0.0,1.0
264000,random_player,1.0,0.0,0.0
264000,moderate_player,0.0,0.017,0.983
264000,advanced_player,0.0,0.0,1.0
265000,random_player,1.0,0.0,0.0
265000,moderate_player,0.001,0.015,0.984
265000,advanced_player,0.0,0.0,1.0
266000,random_player,1.0,0.0,0.0
266000,moderate_player,0.002,0.016,0.982
266000,advanced_player,0.0,0.0,1.0
267000,random_player,1.0,0.0,0.0
267000,moderate_player,0.005,0.02,0.975
267000,advanced_player,0.0,0.0,1.0
268000,random_player,1.0,0.0,0.0
268000,moderate_player,0.001,0.014,0.985
268000,advanced_player,0.0,0.0,1.0
269000,random_player,0.999,0.001,0.0
269000,moderate_player,0.005,0.015,0.98
269000,advanced_player,0.0,0.0,1.0
270000,random_player,1.0,0.0,0.0
270000,moderate_player,0.0,0.013,0.987
270000,advanced_player,0.0,0.0,1.0
271000,random_player,1.0,0.0,0.0
271000,moderate_player,0.001,0.016,0.983
271000,advanced_player,0.0,0.0,1.0
272000,random_player,0.998,0.002,0.0
272000,moderate_player,0.003,0.008,0.989
272000,advanced_player,0.0,0.0,1.0
273000,random_player,1.0,0.0,0.0
273000,moderate_player,0.001,0.012,0.987
273000,advanced_player,0.0,0.0,1.0
274000,random_player,0.999,0.001,0.0
274000,moderate_player,0.003,0.018,0.979
274000,advanced_player,0.0,0.0,1.0
275000,random_player,1.0,0.0,0.0
275000,moderate_player,0.0,0.016,0.984
275000,advanced_player,0.0,0.0,1.0
276000,random_player,0.999,0.001,0.0
276000,moderate_player,0.002,0.012,0.986
276000,advanced_player,0.0,0.0,1.0
277000,random_player,1.0,0.0,0.0
277000,moderate_player,0.002,0.011,0.987
277000,advanced_player,0.0,0.0,1.0
278000,random_player,1.0,0.0,0.0
278000,moderate_player,0.003,0.017,0.98
278000,advanced_player,0.0,0.0,1.0
279000,random_player,1.0,0.0,0.0
279000,moderate_player,0.002,0.013,0.985
279000,advanced_player,0.0,0.0,1.0
280000,random_player,1.0,0.0,0.0
280000,moderate_player,0.001,0.014,0.985
280000,advanced_player,0.0,0.0,1.0
281000,random_player,1.0,0.0,0.0
281000,moderate_player,0.003,0.016,0.981
281000,advanced_player,0.0,0.0,1.0
282000,random_player,1.0,0.0,0.0
282000,moderate_player,0.001,0.018,0.981
282000,advanced_player,0.0,0.0,1.0
283000,random_player,1.0,0.0,0.0
283000,moderate_player,0.006,0.01,0.984
283000,advanced_player,0.0,0.0,1.0
284000,random_player,1.0,0.0,0.0
284000,moderate_player,0.0,0.01,0.99
284000,advanced_player,0.0,0.0,1.0
285000,random_player,1.0,0.0,0.0
285000,moderate_player,0.0,0.01,0.99
285000,advanced_player,0.0,0.0,1.0
286000,random_player,0.999,0.001,0.0
286000,moderate_player,0.002,0.017,0.981
286000,advanced_player,0.0,0.0,1.0
287000,random_player,1.0,0.0,0.0
287000,moderate_player,0.002,0.015,0.983
287000,advanced_player,0.0,0.0,1.0
288000,random_player,1.0,0.0,0.0
288000,moderate_player,0.002,0.009,0.989
288000,advanced_player,0.0,0.0,1.0
289000,random_player,1.0,0.0,0.0
289000,moderate_player,0.002,0.011,0.987
289000,advanced_player,0.0,0.001,0.999
290000,random_player,1.0,0.0,0.0
290000,moderate_player,0.001,0.019,0.98
290000,advanced_player,0.0,0.0,1.0
291000,random_player,1.0,0.0,0.0
291000,moderate_player,0.0,0.01,0.99
291000,advanced_player,0.0,0.0,1.0
292000,random_player,1.0,0.0,0.0
292000,moderate_player,0.003,0.014,0.983
292000,advanced_player,0.0,0.0,1.0
293000,random_player,1.0,0.0,0.0
293000,moderate_player,0.002,0.01,0.988
293000,advanced_player,0.0,0.0,1.0
294000,random_player,1.0,0.0,0.0
294000,moderate_player,0.002,0.021,0.977
294000,advanced_player,0.0,0.0,1.0
295000,random_player,1.0,0.0,0.0
295000,moderate_player,0.004,0.013,0.983
295000,advanced_player,0.0,0.0,1.0
296000,random_player,0.999,0.001,0.0
296000,moderate_player,0.003,0.011,0.986
296000,advanced_player,0.0,0.0,1.0
297000,random_player,1.0,0.0,0.0
297000,moderate_player,0.007,0.019,0.974
297000,advanced_player,0.0,0.001,0.999
298000,random_player,1.0,0.0,0.0
298000,moderate_player,0.002,0.016,0.982
298000,advanced_player,0.0,0.0,1.0
299000,random_player,1.0,0.0,0.0
299000,moderate_player,0.001,0.012,0.987
299000,advanced_player,0.0,0.0,1.0
300000,random_player,1.0,0.0,0.0
300000,moderate_player,0.002,0.013,0.985
300000,advanced_player,0.0,0.0,1.0
301000,random_player,1.0,0.0,0.0
301000,moderate_player,0.0,0.018,0.982
301000,advanced_player,0.0,0.0,1.0
302000,random_player,1.0,0.0,0.0
302000,moderate_player,0.002,0.013,0.985
302000,advanced_player,0.0,0.0,1.0
303000,random_player,1.0,0.0,0.0
303000,moderate_player,0.002,0.013,0.985
303000,advanced_player,0.0,0.0,1.0
304000,random_player,1.0,0.0,0.0
304000,moderate_player,0.001,0.02,0.979
304000,advanced_player,0.0,0.0,1.0
305000,random_player,1.0,0.0,0.0
305000,moderate_player,0.004,0.022,0.974
305000,advanced_player,0.0,0.0,1.0
306000,random_player,1.0,0.0,0.0
306000,moderate_player,0.002,0.008,0.99
306000,advanced_player,0.0,0.0,1.0
307000,random_player,1.0,0.0,0.0
307000,moderate_player,0.006,0.017,0.977
307000,advanced_player,0.0,0.0,1.0
308000,random_player,1.0,0.0,0.0
308000,moderate_player,0.004,0.01,0.986
308000,advanced_player,0.0,0.0,1.0
309000,random_player,0.999,0.001,0.0
309000,moderate_player,0.002,0.014,0.984
309000,advanced_player,0.0,0.0,1.0
310000,random_player,0.999,0.0,0.001
310000,moderate_player,0.003,0.013,0.984
310000,advanced_player,0.0,0.0,1.0
311000,random_player,1.0,0.0,0.0
311000,moderate_player,0.005,0.011,0.984
311000,advanced_player,0.0,0.0,1.0
312000,random_player,1.0,0.0,0.0
312000,moderate_player,0.003,0.015,0.982
312000,advanced_player,0.0,0.0,1.0
313000,random_player,1.0,0.0,0.0
313000,moderate_player,0.004,0.019,0.977
313000,advanced_player,0.0,0.0,1.0
314000,random_player,1.0,0.0,0.0
314000,moderate_player,0.003,0.012,0.985
314000,advanced_player,0.0,0.0,1.0
315000,random_player,1.0,0.0,0.0
315000,moderate_player,0.001,0.021,0.978
315000,advanced_player,0.0,0.0,1.0
316000,random_player,0.999,0.001,0.0
316000,moderate_player,0.003,0.018,0.979
316000,advanced_player,0.0,0.0,1.0
317000,random_player,1.0,0.0,0.0
317000,moderate_player,0.002,0.007,0.991
317000,advanced_player,0.0,0.0,1.0
318000,random_player,1.0,0.0,0.0
318000,moderate_player,0.003,0.016,0.981
318000,advanced_player,0.0,0.0,1.0
319000,random_player,0.999,0.001,0.0
319000,moderate_player,0.005,0.011,0.984
319000,advanced_player,0.0,0.0,1.0
320000,random_player,1.0,0.0,0.0
320000,moderate_player,0.002,0.021,0.977
320000,advanced_player,0.0,0.001,0.999
321000,random_player,1.0,0.0,0.0
321000,moderate_player,0.002,0.021,0.977
321000,advanced_player,0.0,0.0,1.0
322000,random_player,1.0,0.0,0.0
322000,moderate_player,0.006,0.013,0.981
322000,advanced_player,0.0,0.0,1.0
323000,random_player,1.0,0.0,0.0
323000,moderate_player,0.003,0.017,0.98
323000,advanced_player,0.0,0.0,1.0
324000,random_player,1.0,0.0,0.0
324000,moderate_player,0.007,0.013,0.98
324000,advanced_player,0.0,0.0,1.0
325000,random_player,1.0,0.0,0.0
325000,moderate_player,0.005,0.019,0.976
325000,advanced_player,0.0,0.0,1.0
326000,random_player,1.0,0.0,0.0
326000,moderate_player,0.003,0.015,0.982
326000,advanced_player,0.0,0.0,1.0
327000,random_player,1.0,0.0,0.0
327000,moderate_player,0.002,0.02,0.978
327000,advanced_player,0.0,0.0,1.0
328000,random_player,1.0,0.0,0.0
328000,moderate_player,0.003,0.016,0.981
328000,advanced_player,0.0,0.0,1.0
329000,random_player,0.998,0.002,0.0
329000,moderate_player,0.002,0.024,0.974
329000,advanced_player,0.0,0.0,1.0
330000,random_player,1.0,0.0,0.0
330000,moderate_player,0.004,0.015,0.981
330000,advanced_player,0.0,0.0,1.0
331000,random_player,1.0,0.0,0.0
331000,moderate_player,0.006,0.018,0.976
331000,advanced_player,0.0,0.0,1.0
332000,random_player,1.0,0.0,0.0
332000,moderate_player,0.006,0.01,0.984
332000,advanced_player,0.0,0.0,1.0
333000,random_player,1.0,0.0,0.0
333000,moderate_player,0.001,0.018,0.981
333000,advanced_player,0.0,0.0,1.0
334000,random_player,1.0,0.0,0.0
334000,moderate_player,0.005,0.015,0.98
334000,advanced_player,0.0,0.0,1.0
335000,random_player,1.0,0.0,0.0
335000,moderate_player,0.006,0.015,0.979
335000,advanced_player,0.0,0.0,1.0
336000,random_player,0.999,0.001,0.0
336000,moderate_player,0.003,0.024,0.973
336000,advanced_player,0.0,0.0,1.0
337000,random_player,1.0,0.0,0.0
337000,moderate_player,0.003,0.016,0.981
337000,advanced_player,0.0,0.0,1.0
338000,random_player,1.0,0.0,0.0
338000,moderate_player,0.005,0.017,0.978
338000,advanced_player,0.0,0.001,0.999
339000,random_player,0.999,0.001,0.0
339000,moderate_player,0.001,0.017,0.982
339000,advanced_player,0.0,0.0,1.0
340000,random_player,1.0,0.0,0.0
340000,moderate_player,0.002,0.009,0.989
340000,advanced_player,0.0,0.0,1.0
341000,random_player,1.0,0.0,0.0
341000,moderate_player,0.001,0.016,0.983
341000,advanced_player,0.0,0.0,1.0
342000,random_player,0.999,0.001,0.0
342000,moderate_player,0.001,0.01,0.989
342000,advanced_player,0.0,0.0,1.0
343000,random_player,1.0,0.0,0.0
343000,moderate_player,0.006,0.02,0.974
343000,advanced_player,0.0,0.0,1.0
344000,random_player,1.0,0.0,0.0
344000,moderate_player,0.003,0.022,0.975
344000,advanced_player,0.0,0.0,1.0
345000,random_player,1.0,0.0,0.0
345000,moderate_player,0.001,0.014,0.985
345000,advanced_player,0.0,0.0,1.0
346000,random_player,1.0,0.0,0.0
346000,moderate_player,0.007,0.014,0.979
346000,advanced_player,0.0,0.0,1.0
347000,random_player,1.0,0.0,0.0
347000,moderate_player,0.001,0.017,0.982
347000,advanced_player,0.0,0.0,1.0
348000,random_player,1.0,0.0,0.0
348000,moderate_player,0.002,0.018,0.98
348000,advanced_player,0.0,0.0,1.0
349000,random_player,1.0,0.0,0.0
349000,moderate_player,0.005,0.018,0.977
349000,advanced_player,0.0,0.0,1.0
350000,random_player,1.0,0.0,0.0
350000,moderate_player,0.0,0.028,0.972
350000,advanced_player,0.0,0.0,1.0
351000,random_player,1.0,0.0,0.0
351000,moderate_player,0.006,0.014,0.98
351000,advanced_player,0.0,0.0,1.0
352000,random_player,1.0,0.0,0.0
352000,moderate_player,0.005,0.021,0.974
352000,advanced_player,0.0,0.0,1.0
353000,random_player,0.999,0.001,0.0
353000,moderate_player,0.006,0.018,0.976
353000,advanced_player,0.0,0.0,1.0
354000,random_player,1.0,0.0,0.0
354000,moderate_player,0.006,0.02,0.974
354000,advanced_player,0.0,0.0,1.0
355000,random_player,1.0,0.0,0.0
355000,moderate_player,0.004,0.013,0.983
355000,advanced_player,0.0,0.0,1.0
356000,random_player,1.0,0.0,0.0
356000,moderate_player,0.002,0.012,0.986
356000,advanced_player,0.0,0.001,0.999
357000,random_player,1.0,0.0,0.0
357000,moderate_player,0.002,0.017,0.981
357000,advanced_player,0.0,0.001,0.999
358000,random_player,1.0,0.0,0.0
358000,moderate_player,0.004,0.017,0.979
358000,advanced_player,0.0,0.001,0.999
359000,random_player,1.0,0.0,0.0
359000,moderate_player,0.01,0.018,0.972
359000,advanced_player,0.0,0.0,1.0
360000,random_player,1.0,0.0,0.0
360000,moderate_player,0.005,0.019,0.976
360000,advanced_player,0.0,0.0,1.0
361000,random_player,1.0,0.0,0.0
361000,moderate_player,0.008,0.016,0.976
361000,advanced_player,0.0,0.0,1.0
362000,random_player,1.0,0.0,0.0
362000,moderate_player,0.003,0.017,0.98
362000,advanced_player,0.0,0.0,1.0
363000,random_player,1.0,0.0,0.0
363000,moderate_player,0.007,0.015,0.978
363000,advanced_player,0.0,0.0,1.0
364000,random_player,1.0,0.0,0.0
364000,moderate_player,0.007,0.027,0.966
364000,advanced_player,0.0,0.0,1.0
365000,random_player,1.0,0.0,0.0
365000,moderate_player,0.005,0.024,0.971
365000,advanced_player,0.0,0.0,1.0
366000,random_player,1.0,0.0,0.0
366000,moderate_player,0.004,0.019,0.977
366000,advanced_player,0.0,0.0,1.0
367000,random_player,1.0,0.0,0.0
367000,moderate_player,0.003,0.027,0.97
367000,advanced_player,0.0,0.0,1.0
368000,random_player,1.0,0.0,0.0
368000,moderate_player,0.004,0.017,0.979
368000,advanced_player,0.0,0.0,1.0
369000,random_player,1.0,0.0,0.0
369000,moderate_player,0.006,0.014,0.98
369000,advanced_player,0.0,0.001,0.999
370000,random_player,1.0,0.0,0.0
370000,moderate_player,0.004,0.017,0.979
370000,advanced_player,0.0,0.001,0.999
371000,random_player,1.0,0.0,0.0
371000,moderate_player,0.015,0.022,0.963
371000,advanced_player,0.0,0.0,1.0
372000,random_player,1.0,0.0,0.0
372000,moderate_player,0.011,0.012,0.977
372000,advanced_player,0.0,0.001,0.999
373000,random_player,1.0,0.0,0.0
373000,moderate_player,0.004,0.021,0.975
373000,advanced_player,0.0,0.0,1.0
374000,random_player,1.0,0.0,0.0
374000,moderate_player,0.009,0.021,0.97
374000,advanced_player,0.0,0.001,0.999
375000,random_player,1.0,0.0,0.0
375000,moderate_player,0.007,0.025,0.968
375000,advanced_player,0.0,0.0,1.0
376000,random_player,1.0,0.0,0.0
376000,moderate_player,0.002,0.028,0.97
376000,advanced_player,0.0,0.0,1.0
377000,random_player,1.0,0.0,0.0
377000,moderate_player,0.004,0.017,0.979
377000,advanced_player,0.0,0.002,0.998
378000,random_player,1.0,0.0,0.0
378000,moderate_player,0.003,0.023,0.974
378000,advanced_player,0.0,0.001,0.999
379000,random_player,1.0,0.0,0.0
379000,moderate_player,0.008,0.024,0.968
379000,advanced_player,0.0,0.0,1.0
380000,random_player,1.0,0.0,0.0
380000,moderate_player,0.003,0.021,0.976
380000,advanced_player,0.0,0.0,1.0
381000,random_player,1.0,0.0,0.0
381000,moderate_player,0.005,0.016,0.979
381000,advanced_player,0.0,0.001,0.999
382000,random_player,1.0,0.0,0.0
382000,moderate_player,0.004,0.039,0.957
382000,advanced_player,0.0,0.001,0.999
383000,random_player,1.0,0.0,0.0
383000,moderate_player,0.01,0.026,0.964
383000,advanced_player,0.0,0.001,0.999
384000,random_player,1.0,0.0,0.0
384000,moderate_player,0.005,0.028,0.967
384000,advanced_player,0.001,0.001,0.998
385000,random_player,1.0,0.0,0.0
385000,moderate_player,0.009,0.032,0.959
385000,advanced_player,0.0,0.001,0.999
386000,random_player,1.0,0.0,0.0
386000,moderate_player,0.007,0.026,0.967
386000,advanced_player,0.0,0.002,0.998
387000,random_player,1.0,0.0,0.0
387000,moderate_player,0.011,0.02,0.969
387000,advanced_player,0.0,0.0,1.0
388000,random_player,1.0,0.0,0.0
388000,moderate_player,0.007,0.033,0.96
388000,advanced_player,0.0,0.001,0.999
389000,random_player,0.999,0.001,0.0
389000,moderate_player,0.01,0.025,0.965
389000,advanced_player,0.0,0.001,0.999
390000,random_player,1.0,0.0,0.0
390000,moderate_player,0.005,0.026,0.969
390000,advanced_player,0.0,0.001,0.999
391000,random_player,1.0,0.0,0.0
391000,moderate_player,0.012,0.019,0.969
391000,advanced_player,0.0,0.002,0.998
392000,random_player,1.0,0.0,0.0
392000,moderate_player,0.012,0.023,0.965
392000,advanced_player,0.0,0.003,0.997
393000,random_player,1.0,0.0,0.0
393000,moderate_player,0.009,0.03,0.961
393000,advanced_player,0.0,0.0,1.0
394000,random_player,1.0,0.0,0.0
394000,moderate_player,0.011,0.028,0.961
394000,advanced_player,0.0,0.001,0.999
395000,random_player,1.0,0.0,0.0
395000,moderate_player,0.011,0.031,0.958
395000,advanced_player,0.0,0.0,1.0
396000,random_player,1.0,0.0,0.0
396000,moderate_player,0.01,0.021,0.969
396000,advanced_player,0.0,0.0,1.0
397000,random_player,1.0,0.0,0.0
397000,moderate_player,0.009,0.026,0.965
397000,advanced_player,0.0,0.001,0.999
398000,random_player,1.0,0.0,0.0
398000,moderate_player,0.007,0.029,0.964
398000,advanced_player,0.0,0.0,1.0
399000,random_player,1.0,0.0,0.0
399000,moderate_player,0.015,0.034,0.951
399000,advanced_player,0.001,0.0,0.999
400000,random_player,1.0,0.0,0.0
400000,moderate_player,0.01,0.042,0.948
400000,advanced_player,0.0,0.0,1.0
401000,random_player,1.0,0.0,0.0
401000,moderate_player,0.011,0.022,0.967
401000,advanced_player,0.0,0.002,0.998
402000,random_player,0.999,0.001,0.0
402000,moderate_player,0.008,0.036,0.956
402000,advanced_player,0.0,0.0,1.0
403000,random_player,1.0,0.0,0.0
403000,moderate_player,0.015,0.026,0.959
403000,advanced_player,0.0,0.0,1.0
404000,random_player,1.0,0.0,0.0
404000,moderate_player,0.012,0.023,0.965
404000,advanced_player,0.0,0.001,0.999
405000,random_player,1.0,0.0,0.0
405000,moderate_player,0.014,0.034,0.952
405000,advanced_player,0.0,0.002,0.998
406000,random_player,1.0,0.0,0.0
406000,moderate_player,0.013,0.041,0.946
406000,advanced_player,0.0,0.001,0.999
407000,random_player,1.0,0.0,0.0
407000,moderate_player,0.013,0.026,0.961
407000,advanced_player,0.0,0.0,1.0
408000,random_player,1.0,0.0,0.0
408000,moderate_player,0.009,0.037,0.954
408000,advanced_player,0.0,0.001,0.999
409000,random_player,1.0,0.0,0.0
409000,moderate_player,0.014,0.048,0.938
409000,advanced_player,0.001,0.003,0.996
410000,random_player,1.0,0.0,0.0
410000,moderate_player,0.009,0.043,0.948
410000,advanced_player,0.0,0.001,0.999
411000,random_player,1.0,0.0,0.0
411000,moderate_player,0.017,0.04,0.943
411000,advanced_player,0.001,0.0,0.999
412000,random_player,1.0,0.0,0.0
412000,moderate_player,0.024,0.037,0.939
412000,advanced_player,0.0,0.001,0.999
413000,random_player,1.0,0.0,0.0
413000,moderate_player,0.014,0.041,0.945
413000,advanced_player,0.0,0.002,0.998
414000,random_player,1.0,0.0,0.0
414000,moderate_player,0.01,0.042,0.948
414000,advanced_player,0.0,0.0,1.0
415000,random_player,1.0,0.0,0.0
415000,moderate_player,0.009,0.038,0.953
415000,advanced_player,0.0,0.002,0.998
416000,random_player,1.0,0.0,0.0
416000,moderate_player,0.016,0.042,0.942
416000,advanced_player,0.0,0.0,1.0
417000,random_player,1.0,0.0,0.0
417000,moderate_player,0.018,0.034,0.948
417000,advanced_player,0.0,0.002,0.998
418000,random_player,1.0,0.0,0.0
418000,moderate_player,0.018,0.045,0.937
418000,advanced_player,0.001,0.001,0.998
419000,random_player,1.0,0.0,0.0
419000,moderate_player,0.016,0.033,0.951
419000,advanced_player,0.0,0.001,0.999
420000,random_player,1.0,0.0,0.0
420000,moderate_player,0.01,0.034,0.956
420000,advanced_player,0.0,0.001,0.999
421000,random_player,0.999,0.001,0.0
421000,moderate_player,0.017,0.031,0.952
421000,advanced_player,0.001,0.002,0.997
422000,random_player,1.0,0.0,0.0
422000,moderate_player,0.019,0.048,0.933
422000,advanced_player,0.0,0.002,0.998
423000,random_player,1.0,0.0,0.0
423000,moderate_player,0.016,0.037,0.947
423000,advanced_player,0.0,0.0,1.0
424000,random_player,1.0,0.0,0.0
424000,moderate_player,0.017,0.03,0.953
424000,advanced_player,0.0,0.001,0.999
425000,random_player,1.0,0.0,0.0
425000,moderate_player,0.017,0.044,0.939
425000,advanced_player,0.002,0.006,0.992
426000,random_player,1.0,0.0,0.0
426000,moderate_player,0.018,0.027,0.955
426000,advanced_player,0.0,0.004,0.996
427000,random_player,1.0,0.0,0.0
427000,moderate_player,0.013,0.038,0.949
427000,advanced_player,0.0,0.001,0.999
428000,random_player,1.0,0.0,0.0
428000,moderate_player,0.02,0.038,0.942
428000,advanced_player,0.001,0.001,0.998
429000,random_player,1.0,0.0,0.0
429000,moderate_player,0.021,0.04,0.939
429000,advanced_player,0.0,0.002,0.998
430000,random_player,1.0,0.0,0.0
430000,moderate_player,0.023,0.04,0.937
430000,advanced_player,0.002,0.002,0.996
431000,random_player,1.0,0.0,0.0
431000,moderate_player,0.018,0.028,0.954
431000,advanced_player,0.0,0.001,0.999
432000,random_player,1.0,0.0,0.0
432000,moderate_player,0.016,0.044,0.94
432000,advanced_player,0.0,0.003,0.997
433000,random_player,1.0,0.0,0.0
433000,moderate_player,0.022,0.037,0.941
433000,advanced_player,0.002,0.002,0.996
434000,random_player,1.0,0.0,0.0
434000,moderate_player,0.025,0.039,0.936
434000,advanced_player,0.0,0.006,0.994
435000,random_player,1.0,0.0,0.0
435000,moderate_player,0.016,0.034,0.95
435000,advanced_player,0.0,0.0,1.0
436000,random_player,1.0,0.0,0.0
436000,moderate_player,0.017,0.044,0.939
436000,advanced_player,0.0,0.003,0.997
437000,random_player,1.0,0.0,0.0
437000,moderate_player,0.02,0.052,0.928
437000,advanced_player,0.001,0.002,0.997
438000,random_player,1.0,0.0,0.0
438000,moderate_player,0.022,0.04,0.938
438000,advanced_player,0.001,0.002,0.997
439000,random_player,1.0,0.0,0.0
439000,moderate_player,0.019,0.044,0.937
439000,advanced_player,0.003,0.002,0.995
440000,random_player,1.0,0.0,0.0
440000,moderate_player,0.024,0.048,0.928
440000,advanced_player,0.002,0.002,0.996
441000,random_player,1.0,0.0,0.0
441000,moderate_player,0.025,0.043,0.932
441000,advanced_player,0.0,0.001,0.999
442000,random_player,1.0,0.0,0.0
442000,moderate_player,0.037,0.047,0.916
442000,advanced_player,0.002,0.005,0.993
443000,random_player,1.0,0.0,0.0
443000,moderate_player,0.028,0.054,0.918
443000,advanced_player,0.0,0.003,0.997
444000,random_player,1.0,0.0,0.0
444000,moderate_player,0.027,0.041,0.932
444000,advanced_player,0.0,0.004,0.996
445000,random_player,1.0,0.0,0.0
445000,moderate_player,0.022,0.059,0.919
445000,advanced_player,0.0,0.004,0.996
446000,random_player,1.0,0.0,0.0
446000,moderate_player,0.028,0.051,0.921
446000,advanced_player,0.002,0.003,0.995
447000,random_player,1.0,0.0,0.0
447000,moderate_player,0.03,0.054,0.916
447000,advanced_player,0.0,0.003,0.997
448000,random_player,1.0,0.0,0.0
448000,moderate_player,0.022,0.062,0.916
448000,advanced_player,0.001,0.005,0.994
449000,random_player,0.999,0.001,0.0
449000,moderate_player,0.024,0.058,0.918
449000,advanced_player,0.001,0.0,0.999
450000,random_player,1.0,0.0,0.0
450000,moderate_player,0.015,0.06,0.925
450000,advanced_player,0.002,0.003,0.995
451000,random_player,1.0,0.0,0.0
451000,moderate_player,0.028,0.064,0.908
451000,advanced_player,0.003,0.005,0.992
452000,random_player,1.0,0.0,0.0
452000,moderate_player,0.025,0.049,0.926
452000,advanced_player,0.0,0.001,0.999
453000,random_player,1.0,0.0,0.0
453000,moderate_player,0.027,0.049,0.924
453000,advanced_player,0.001,0.004,0.995
454000,random_player,1.0,0.0,0.0
454000,moderate_player,0.036,0.058,0.906
454000,advanced_player,0.001,0.003,0.996
455000,random_player,1.0,0.0,0.0
455000,moderate_player,0.026,0.052,0.922
455000,advanced_player,0.001,0.005,0.994
456000,random_player,1.0,0.0,0.0
